height,weight,gender
61.85,125.04,1
62.47,110.85,1
66.41,147.16,0
59.15,101.87,1
62.43,106.93,1
63.65,114.75,1
56.95,98,1
72.47,176.04,0
65.08,115.33,1
67.83,126.48,1
65.68,120.57,1
69.8,167.64,0
62.95,140.06,0
65.44,118.36,1
67.53,139.74,0
67.15,160.35,0
64.69,106.16,1
63.3,109.7,1
62.67,111.55,1
66.27,158.88,0
67.93,158.6,0
70.43,142.96,0
67.44,129.11,1
70.8,162.44,0
69.03,161.92,0
62.3,107.29,1
63.61,121.18,1
65.46,108.67,1
63.77,117.74,1
58.8,104.1,1
64.37,121.47,1
60,102.19,1
71.15,179.27,0
63.34,139.35,0
73.5,169.36,0
69.55,170.06,0
66.48,162.1,0
67.98,155.82,0
65.4,134.72,0
69.45,162.5,0
75.22,175.75,0
64.83,118.26,1
62.13,108.66,1
67.08,165.8,0
68.19,167.49,0
64.38,121.69,1
68.95,160.11,0
69.46,118.99,1
65.15,111.99,1
69.99,159.39,0
61.21,117.98,1
65.66,111.87,1
60.24,111.8,1
63.65,151.31,0
71.65,147.76,0
62.35,111.07,1
58.71,102.37,1
69.34,173.36,0
65.29,121.05,1
67.29,124.7,1
59.67,115.98,1
69.08,143.71,0
66.77,135.72,1
60.65,112.44,1
66.47,156.29,0
61.87,115.26,1
66.44,114.76,1
67.55,135.48,1
67.05,154.1,0
64.85,118.65,1
69.45,146.94,0
66.18,105.89,1
64.26,115.23,1
60.8,103.96,1
65,115.8,1
65.06,119.01,1
71.59,130.07,1
73.91,160.41,0
65.08,126.93,1
69.62,141.03,0
73.81,175.63,0
62.65,121.26,1
65.61,115.32,1
62.26,113.49,1
64.93,124.76,1
64.38,140.61,0
65.49,111.18,1
73.34,188.54,0
59.77,102.79,1
72.27,149.66,0
66.34,179.17,0
65,115.89,1
72.82,188.04,0
68.79,158.7,0
64.1,116.19,1
70.81,163.74,0
63.72,122.18,1
64.06,114.38,1
63,149.44,0
70.56,165.9,0
68.47,142.71,0
67.71,156.48,0
68.03,166.74,0
64.29,116.8,1
68.74,162.37,0
61.92,146.94,0
65.44,117,1
65.05,110.73,1
65.43,124.54,1
67.69,154.21,0
72.11,177.21,0
73.85,165.3,0
69.5,174.01,0
62.66,109.29,1
74.95,175.1,0
65.19,134.25,0
73.78,196.73,0
68.99,143.61,0
58.66,115.67,1
69.19,160.3,0
56.74,109.86,1
69.38,166.18,0
67.6,131.32,1
65.25,148.12,0
70.2,162.15,0
59.96,115.89,1
60.75,97.06,1
64.1,118.79,1
66.96,153.05,0
68.3,159.69,0
64.46,118.35,1
71.97,153.03,0
66.72,126.39,1
61.95,116.54,1
62.93,90.98,1
60.62,107.43,1
72.07,200.85,0
70.99,158.98,0
70.49,170.38,0
66.39,156.91,0
62.84,112.7,1
73.61,170.86,0
57.57,114.85,1
72.78,188.41,0
64.45,123.8,1
65.67,106.76,1
69.95,158.18,0
68.9,148.4,0
66.54,158.43,0
68.22,176.14,0
64.65,101.66,1
65.72,110.19,1
62.14,108.13,1
62.82,110.96,1
71.08,164.57,0
73.79,185.48,0
67.46,156.37,0
70.06,154.23,0
74.13,166.25,0
67.52,167.85,0
64.21,133.08,0
66.61,121.87,1
63.09,119.73,1
68.02,125.64,1
72.62,187.39,0
59.15,116.34,1
63.64,121.88,1
63.67,110.31,1
65.11,128.91,0
61.53,109.13,1
67.62,164.07,0
66.78,129.85,1
60.11,101.03,1
67.86,155.33,0
68.68,153.63,0
69.91,150.77,0
66.59,127.13,1
68.52,157.86,0
66.38,166.5,0
71.68,162.56,0
62.98,119.53,1
65.02,114.98,1
59.79,100.43,1
65.34,144.69,0
72.3,182.37,0
73.01,172.18,0
61.97,108.16,1
68.89,172.99,0
69.15,178.8,0
68.34,157.72,0
68.94,162.31,0
69.63,170.7,0
69.1,154.35,0
64.33,114.65,1
57.75,95.98,1
66.19,112.46,1
64.39,107.16,1
70.23,148.16,0
62.94,118.4,1
65.19,120.55,1
71.41,162.41,0
70.75,155.98,0
71.24,161.4,0
66.35,117.95,1
63.69,113.49,1
69.28,158.39,0
67.34,162.01,0
75.72,175.98,0
69.3,156.38,0
64.43,112.19,1
59.5,108.67,1
67.19,125.53,1
68.92,140.43,0
63.98,126.7,1
76.12,159.38,0
60.76,106.25,1
63.85,118.64,1
63.38,110.14,1
66.44,140.95,1
63.33,105.84,1
66.29,125.22,1
65.14,135.65,0
67.3,132.28,1
66.14,139.69,0
66.34,170.62,0
64.21,156.1,0
63.32,124.76,1
62.15,115.94,1
67.93,149.6,0
61.84,119.41,1
62.29,140.26,0
63.04,105.74,1
66.83,164.43,0
64.26,108.95,1
63.01,151.01,0
66.27,111,1
64.34,99.99,1
61.05,100.96,1
67.11,122.43,1
59.29,107.51,1
57.47,98.19,1
61.5,105.41,1
71.08,159.91,0
60.74,103.99,1
66.95,141.32,1
67.34,168,0
61.52,110.27,1
68.54,183.68,0
67.69,169.44,0
67.11,117.81,1
66.1,147.58,0
62.67,108.87,1
60.86,110.15,1
64.28,118.72,1
70.37,155.3,0
62.34,134.51,1
66.94,126.53,1
67.46,150.14,1
65.61,118.41,1
69.39,143.62,0
64.14,107.19,1
67.79,128.33,1
70.04,155.41,0
70.68,147.38,0
62.34,104.58,1
61.49,111.32,1
68.53,166.48,0
67.24,163.46,0
71.45,145.77,1
70.04,166.23,0
65.15,111.18,1
62.25,111.75,1
64.48,115.81,1
71.23,148.61,0
65.06,116.06,1
70.11,156.5,0
68.57,160.46,0
71.95,154.31,0
61.6,104.07,1
64.45,114.86,1
72.86,196.77,0
64.09,125,1
65.17,138.71,0
64.79,120.9,1
64.98,115.27,1
69.84,169.95,0
67.08,164.32,0
60.66,100.97,1
62.11,112.88,1
70.99,154.56,0
72.87,180.16,0
65.33,113.28,1
63.59,114.71,1
67.82,146.58,0
67.01,131.92,1
60.92,99.43,1
72.01,193.13,0
70.73,160.68,0
68.83,154.2,0
77.51,170.53,0
69.53,172.53,0
60.56,98.11,1
65.16,116.16,1
62.12,126.06,1
77.11,181.53,0
69.43,167.77,0
68.63,160.14,0
67.89,142.97,0
62.76,125.72,1
63.47,121.65,1
66.02,128.29,0
60.81,108.84,1
62.37,121.58,1
65.48,123.49,1
69.68,158.89,0
69.72,145.49,1
67.42,173.75,0
62.76,125.73,1
72.43,178.6,0
66.72,152.69,0
63.33,118.18,1
65.53,152.52,0
59.16,104.9,1
62.93,113.17,1
68.36,157.56,0
67.77,156.51,0
66.08,131.1,0
64.88,117.27,1
70.4,167.35,0
67.34,151.98,0
65.93,123.87,1
62.42,117.36,1
73.28,156.35,0
68.17,131.06,1
67.69,175.45,0
73.5,162.07,0
65.21,122.87,1
69.76,174.13,0
64.41,124.46,1
68.94,155.43,0
70.99,171.56,0
70.37,148.58,0
65.32,126.74,1
67.14,164.27,0
66.28,152.85,0
66.81,166,0
63.76,121.02,1
66.53,123.44,1
69.02,144.84,0
68.87,159.5,0
74.11,179,0
68.55,175.69,0
66.62,130.22,1
70.15,162.09,0
61.5,110.28,1
70.58,164.36,0
68.5,153.57,0
69.55,151.62,0
59.51,97.13,1
65.68,115.31,1
71.45,175.62,0
64.63,111.5,1
62.42,120,1
56.51,100.83,1
68.37,132.04,1
64.27,141.05,0
61.55,110.91,1
65.77,105.28,1
64.38,135.52,0
60.53,104.38,1
61.01,119.33,1
66.07,134.37,0
72.94,175.79,0
69.68,153.35,0
65.2,103.15,1
69.81,166.31,0
63.76,118.07,1
61.05,123.2,1
63.13,116.87,1
69.82,163.9,0
66.96,127.45,1
63.73,109.07,1
61.78,128.43,1
68.68,121.28,1
64.36,154.92,0
68.41,150.54,0
69.71,164.23,0
75.45,186.5,0
68.04,139.7,1
62.91,119.07,1
63.02,109.52,1
65.83,146.81,0
70.94,164.83,0
70.82,176.97,0
70.31,177.8,0
69.47,156.84,0
60.83,102.86,1
63.27,146.26,0
70.36,157.31,0
61.3,161.05,0
62.25,110.91,1
65.72,124.96,1
63.2,115.19,1
68.28,154.53,0
66.56,161.31,0
64.85,99.94,1
64.8,118.83,1
76.33,172.49,0
66.52,156.29,0
73.16,169.31,0
59.62,102.15,1
62.93,120.05,1
70.2,148.42,0
64.03,107.8,1
69.7,122.65,1
61.76,108.62,1
67.17,131.72,1
68.14,142.73,0
69.4,165.42,0
61.77,113.96,1
67.3,154.53,0
64.61,117.27,1
60.89,107.78,1
59.86,108.48,1
67.29,132.57,1
65.39,110.29,1
67.7,181.82,0
62.14,124.81,1
59.64,103.67,1
63.24,108.08,1
66.64,165.12,0
69.5,164.61,0
67.16,143.04,0
71.47,158.6,0
59.54,108.28,1
65.74,115,1
69.12,158.93,0
61.52,116.47,1
70.31,168.93,0
64.22,117.97,1
70.03,152.36,0
70.47,155.72,0
66.66,130.68,1
67.5,126.59,1
68.3,166.56,0
67.55,152.69,0
74,190.28,0
66.05,147.9,0
62.9,108.13,1
71.06,149.06,0
68.72,126.65,1
58.58,102.3,1
69.42,163.33,0
64.56,126.62,1
73.32,148.91,0
65.36,124.07,1
71.75,160.73,0
71.95,163.55,0
73.98,170.8,0
62.17,113.93,1
60.38,102.36,1
65.32,107.46,1
70.09,149.94,0
65.24,138.38,0
62.52,115.13,1
68.97,122.75,1
63.27,107.37,1
63.78,107.01,1
64.67,124.46,1
69.24,162.55,0
65.96,118.8,1
70.26,138.93,0
70.09,151.41,0
66.06,132.53,0
70.93,156.93,0
58.35,103.31,1
70.14,147.42,0
67.82,152.79,0
71.02,163.97,0
62.73,107.16,1
69.66,152.01,0
68.81,161.98,0
56.95,110.11,1
64.21,122.44,1
66.16,111.27,1
68.46,120,1
66.1,113.89,1
69.38,162.63,0
60.72,102.13,1
67.6,128.21,1
61.76,129.63,1
60.43,107.29,1
71.45,161.27,0
67.57,151.07,0
60.59,103.13,1
68.66,151.75,0
74.71,175.4,0
71.68,146.64,0
70.94,152.85,0
72.04,176.18,0
66.31,164.86,0
66.55,153.63,0
59.49,106.49,1
62.98,127.78,1
66.28,168.89,0
65.15,133.75,0
61.11,119.39,1
73.85,170.01,0
70.45,152.38,0
64.05,112.14,1
64.53,139.47,0
63.55,125.84,1
69.4,157.08,0
65.36,107.1,1
68.44,164.18,0
61.71,114.19,1
65.12,128.19,1
60.72,94.02,1
70.7,146.67,0
65.89,111.11,1
62.86,106.63,1
62.82,117.75,1
64.11,119.15,1
63.27,112.08,1
66.3,167.67,0
66.83,167.03,0
72.5,178.83,0
65.98,137.32,0
69.83,176.13,0
60.13,101.26,1
62.48,103.76,1
65.88,118.63,1
65.78,150.31,0
63.29,138.43,0
62.45,115.54,1
68.67,141.02,0
68.33,161.09,0
60.94,107.45,1
66.57,146.21,0
65.75,134.06,0
71.11,168.45,0
59.8,93.83,1
70.51,159.53,0
71.07,180.55,0
68.04,155.86,0
65.8,142.56,0
68.96,154.41,0
61.77,104.05,1
63.94,140.7,0
62.92,114.44,1
66.98,147.63,0
62.32,115.91,1
67.79,119.46,1
71.65,163.47,0
74.29,193.56,0
67.99,148.96,0
65.07,112.26,1
70.28,154.46,0
65.53,142.45,0
65.2,111.84,1
60.62,102.69,1
66.8,132.09,1
70.44,165.9,0
69.27,120.11,1
62.94,123.02,1
64.75,109.85,1
58.28,97.21,1
70.15,164.05,0
65.33,145.64,0
68.41,134.69,1
66.79,127.73,1
68.05,154.77,0
64.28,117.84,1
69.04,151.99,0
63.6,114.44,1
63.35,106.56,1
68.83,153.52,0
72.89,168.14,0
71.09,158.39,0
63.42,118.22,1
63.76,124.61,1
63.13,110.68,1
69.61,125.4,1
65.35,114.87,1
71.43,147.05,0
65.18,117.59,1
67.3,167.48,0
65.42,118,1
67.99,165.67,0
71.47,178.37,0
63.8,119.92,1
70.75,162.96,0
70.45,153.07,0
62.42,151.77,0
65.04,144.67,0
74.62,171.22,0
69.44,167.14,0
65.6,102.92,1
72.65,166.08,0
67.44,153.27,0
59.79,100.83,1
56.77,126.06,1
64.93,133.86,0
61.24,126.13,1
63.95,108.4,1
70.85,134.64,0
71.98,165.88,0
65.36,117.49,1
66.46,136.09,1
66.41,157.42,0
63.84,115.8,1
64.77,113.68,1
69.14,153.19,0
62.76,104.44,1
65.29,100.6,1
66.49,160.11,0
65.57,142.4,0
72.7,180.12,0
65.28,120.91,1
67.65,168.36,0
56.17,103.9,1
67.26,164.04,0
69.69,157.98,0
65.92,137.81,0
62.16,117.43,1
61.99,136.63,0
61.66,109.33,1
71.09,126.13,1
70.41,157.93,0
59.6,116.18,1
70.23,157.11,0
68.06,154.97,0
67.27,155.77,0
62.03,120.18,1
61.17,125.67,1
66.11,137.8,0
70.4,167.13,0
66.17,116.8,1
64.41,110.36,1
63.6,120.33,1
64.72,122.69,1
65.69,140.57,0
69.43,160.89,0
68.94,163.3,0
63.01,115.3,1
63.88,112.8,1
65.92,112.12,1
61.39,106.81,1
75.46,173.91,0
60.54,105.6,1
61.46,118.99,1
62.49,115.4,1
63.75,120.24,1
64.52,119.78,1
65.93,119.27,1
69.95,170.88,0
66.01,120.01,1
71.6,186.22,0
69.42,152.88,0
67.7,152.89,0
65.46,107.41,1
60.72,101.85,1
60.91,106.13,1
62.23,125.6,1
64.7,126.1,1
69.96,158.59,0
73.62,177.89,0
65.98,144.28,0
67.09,161.22,0
68.86,160.03,0
67.36,122.15,1
65.65,151,0
73.44,183.23,0
66.34,141.01,0
65.25,147.55,0
66.32,112.27,1
66.36,155.33,0
63.75,122.28,1
61.51,117.82,1
65.2,112.68,1
68.64,150,0
71.98,156.43,0
64.7,111.03,1
62.37,117.89,1
65.58,122.86,1
71.33,171.24,0
68.93,162.96,0
66.89,127.2,1
66.71,170.89,0
67.95,147.73,0
74.18,176.44,0
67.77,136.32,1
64.16,123.27,1
71.31,167.73,0
66.89,166.49,0
62.74,117.93,1
63.7,120.96,1
69.7,156.35,0
71.73,155.9,0
59.24,105.62,1
66.38,106.12,1
70.5,169.89,0
62.92,108.33,1
61.65,121.97,1
63.89,128.91,0
71.18,169.56,0
61.48,103.49,1
66.96,148.39,0
67.57,156.29,0
66.68,167.89,0
65.95,140.41,0
66.47,144.9,1
58.25,110.76,1
63.85,111.64,1
73.49,188.66,0
71.19,158.99,0
65.09,116.83,1
65.23,111.71,1
71.28,150.96,0
61.65,131.77,1
65.68,118.93,1
66.78,169.72,0
70.66,164.73,0
69.43,155.57,0
62.22,107.04,1
73.17,191.37,0
68.56,160.62,0
74.04,169.21,0
63.83,114.4,1
65.75,120.51,1
66.3,107.79,1
61.8,115.91,1
59.7,116.06,1
64.18,103.23,1
64.32,118.3,1
60.87,131.52,0
68.18,174.29,0
73.43,194.59,0
66.94,152.6,0
75.28,182.27,0
60.52,106.02,1
63.25,107.62,1
60.84,102.72,1
71.88,155.25,0
70.51,149.99,0
69.54,162.34,0
62.28,107.08,1
60.48,95.89,1
55.59,111.49,1
59.15,106.11,1
61.68,127.35,1
62.55,115.72,1
64.76,110.1,1
72.28,186.83,0
70.81,173.36,0
59.82,115.22,1
64.52,120.85,1
68.52,168.62,0
64.05,101.5,1
60.84,100.13,1
63.38,125.68,1
65.37,129.82,1
64.54,118.05,1
68.8,154.38,0
69.04,178.13,0
63.8,117.2,1
64.17,143.82,0
66.3,163.38,0
73.09,194.13,0
69.08,163.01,0
70.25,150.6,0
70.14,147.72,0
64.37,112.89,1
65.21,117.99,0
66.57,125.59,1
62.15,111.64,1
63.53,102.11,1
62.28,121.98,1
71.18,157.7,0
70.46,163.72,0
65.46,107.81,1
67.52,165.85,0
66.33,167.06,0
59.89,101.57,1
70.48,153.26,0
63.79,126.73,1
66.31,110.06,1
66.89,152.23,0
67.35,135.7,1
66.31,127.24,1
63.21,111.32,1
63.83,115.91,1
69.2,159.56,0
62.44,115.25,1
63.87,114.2,1
61.87,118.41,1
69.08,168.06,0
62.62,109.54,1
65.42,111.12,1
66.48,140.65,1
64.73,123.13,1
71.49,148.71,0
68.4,162.2,0
61.21,120.81,1
66.63,162.79,0
68.02,177.23,0
64.03,124.64,1
67.79,159.36,0
60.84,102.39,1
62.53,116.77,1
67.01,123.45,1
58.8,121.85,1
66.55,163.07,0
70.36,166.15,0
75.79,187.32,0
62.28,115.82,1
73.41,171.63,0
71.26,169.64,0
64.03,107.56,1
65.9,120.84,1
71.51,141.73,0
64.76,119.95,1
70.35,147.62,0
64.08,118.76,1
68.1,153.11,0
65.2,108.02,1
62.71,115.55,1
67.05,163.39,0
63.95,111.31,1
64.27,148.2,0
66.69,120.92,1
65.4,148.96,0
67.79,156.06,0
69.51,168.13,0
59.3,113.35,1
61.99,116.48,1
67.62,121.34,1
67.64,161.16,0
65.9,109.52,1
61.72,146.69,0
66.6,120.16,1
68.97,154.27,0
66.61,182.88,0
68.33,163.78,0
69.7,167.73,0
68.75,176.65,0
69.44,139.06,0
63.98,122.29,1
64.95,115.09,1
66.25,132.37,1
64.75,123.17,1
60.41,100.23,1
63.11,112.24,1
71.33,146.75,0
69.34,140.61,0
65.8,146.69,0
66.94,139.74,1
70.3,162.15,0
61.66,120.55,1
67.35,145.07,0
64.35,118.58,1
64.91,112.08,1
68.1,130.71,1
70.67,158.04,0
66.43,116.32,1
67.89,129.51,1
72.54,191.43,0
68.27,154.05,0
67.62,128,1
66.46,130.14,1
72.97,160.09,0
72.65,166.5,0
68.09,168.76,0
65.42,119.39,1
68.27,168.09,0
64.46,124.48,1
64.79,107.19,1
67.94,155.26,0
68.75,155.17,0
62.33,108.61,1
66.51,156.75,0
69.52,148.58,0
62.28,106.35,1
67.29,168.16,0
63.01,121.68,1
72.9,180.05,0
63.8,123.24,1
61.64,112.56,1
65.12,115.71,1
70.11,155.89,0
63.23,120.4,1
71.67,166.71,0
64.53,121.08,1
71.88,160.96,0
67.79,140.01,1
72.42,184.67,0
72.93,166.35,0
71.54,165.63,0
65.68,99.16,1
63.51,112.16,1
58.53,101.03,1
70.99,147.43,0
68.18,135.08,1
64.66,143.44,0
62.8,107.5,1
62.77,121.67,1
66.72,138.69,1
68.93,175,0
68.92,160.48,0
73.17,167.9,0
73.53,190.43,0
64.38,124.7,1
65.57,123.56,1
59.14,103.78,1
63.69,109.95,1
73.42,181.02,0
66.57,124.98,1
62.89,123.27,1
60.56,110.49,1
65.66,124.35,1
61.38,142.93,0
69.91,160.89,0
71.46,159.19,0
64.71,104.22,1
66.82,127.61,1
69.97,153.94,0
72.79,169.6,0
64.92,118.82,1
61.33,117.72,1
69.29,159.6,0
63.23,121.64,1
63.57,122.33,1
64.89,146.75,0
65.78,109.78,1
66.21,116.74,1
71.64,148.38,0
68.48,169.03,0
65.35,111.63,1
75.01,180.82,0
66.88,126.95,1
64.79,117.25,1
72.85,174.84,0
66.72,142.91,1
70.74,146.69,0
68.47,150.49,0
64.06,101.63,1
67.21,133.07,1
64.86,140.48,0
68.56,181.82,0
66.13,109.14,1
61.63,129.23,1
64.73,116.98,1
65,138.35,0
70.1,165.43,0
67.96,164.45,0
62.89,118.03,1
65.72,121.34,1
70.89,168.82,0
70.2,145.91,0
66.12,141.95,0
69.62,151.42,0
66.36,114.97,1
68.78,185.29,0
68.79,166.71,0
70.62,164.81,0
71.48,170.4,0
62.23,111.25,1
62.69,127.62,1
71.45,152.53,0
69.3,131.58,1
68.89,147.41,0
67.48,168.48,0
64.11,118.17,1
65.8,120.74,1
62.68,117.32,1
69.47,157.49,0
64.48,115.02,1
71.11,172.84,0
62.88,130.54,1
63.9,101.3,1
58.04,91.2,1
63.04,116.33,1
66.77,171.93,0
70.23,154.65,0
67.53,139.34,1
67.55,161.92,0
63.79,107.87,1
60.07,106.95,1
69.87,165.59,0
70.39,129.45,1
64.93,140.66,0
64.26,113.7,1
68.96,169.67,0
65.84,145.76,0
65.39,127.4,0
71.88,171.54,0
72.9,172.02,0
72.5,176.26,0
62.48,120.61,1
62.18,112.71,1
67.13,160.42,0
70.48,152.6,0
73.49,176.19,0
67.38,145.88,0
71.8,165.95,0
68.65,156.09,0
61.55,119.11,1
69.04,166.04,0
68.5,152.77,0
69.09,162.19,0
63.78,121.87,1
69.26,167.5,0
62.83,118.4,1
61.29,116.32,1
65.96,125.13,1
68.16,169.09,0
61.41,140.29,0
68.14,147.98,0
63.73,112.66,1
70.44,153.19,0
70.94,152.07,0
62.67,112.54,1
72.58,186.62,0
65.41,120.44,1
72.11,170.19,0
64.62,117.71,1
65.68,114.59,1
65.37,115.16,1
58.56,112.6,1
59.67,156.56,0
62.83,117.9,1
64.34,117.17,1
63.02,115.94,1
60.96,112.06,1
75.47,167.24,0
64.32,115.99,1
65.72,105.17,1
70.43,162.82,0
64.9,111.06,1
69.16,162.99,0
72.59,193.12,0
64.59,120.1,1
72.95,172.78,0
60.8,101.59,1
70.74,153.88,0
63.99,121.27,1
69.82,164.23,0
66.67,134.86,1
63.84,155.04,0
62.45,121.98,1
67.9,167.05,0
68.34,125.12,1
64.61,152.54,0
67.86,174.17,0
64.95,103.22,1
63.15,114.81,1
67.51,133.45,1
71.79,153.79,0
70.47,159.02,0
68.39,162.75,0
65.32,114.27,1
62.48,116.28,1
67.77,164.15,0
65.52,140.39,0
72.79,181.23,0
66.56,167.37,0
67.9,152.71,0
62.82,115.67,1
62.74,117.05,1
69.81,156.46,0
68.04,163.19,0
65.57,115.21,1
67.61,167.76,0
64.32,120.71,1
74.45,180.55,0
67.98,164.99,0
57.62,117.46,1
56.89,104.36,1
58.24,116.54,1
58.93,110.67,1
71.16,146.79,0
62.31,120.77,1
66.01,144.77,0
70.67,186.96,0
70.31,168.72,0
65.13,119.4,1
64.25,135.25,1
69.92,162.04,0
68.45,159.89,0
68.94,120.83,1
67.95,144.44,1
63.07,112.64,1
64.87,142.26,0
57.46,110.02,1
70.3,171.54,0
66.82,134.45,1
71.53,166.9,0
63.19,113.53,1
59.99,102.45,1
72.98,179.56,0
65.89,116.59,1
67.21,165.29,0
60.31,102.21,1
62.98,117.2,1
66.86,121.83,1
69.43,155.19,0
71.4,152.94,0
65.29,118.31,1
64.53,146.51,0
62.42,115.26,1
67.85,155.59,0
63.04,113.88,1
59.81,114.09,1
70.6,153.87,0
66.58,132.25,1
65.91,124.37,1
58.33,107.02,1
65.34,138.23,0
59.5,108.67,1
57.09,104.17,1
63.02,115.22,1
65.34,138.17,0
64.49,112.72,1
73,177.11,0
66.5,172.31,0
65.83,136.44,0
69.2,172.41,0
69.53,152.24,0
70.59,156.45,0
70.16,180.27,0
68.85,166.2,0
70.02,150.55,0
68.27,182.95,0
71.18,149.86,0
61.81,152.92,0
66.08,130.97,0
64.7,147.61,0
67.8,156.06,0
66.53,140.02,0
69.97,154.75,0
67.18,167.98,0
68.79,136.42,0
76.72,203.01,0
69.24,160.43,0
67.21,166.76,0
68.98,160.49,0
65.32,125.15,0
71.54,161.46,0
71.49,169.14,0
66.37,156.73,0
69.31,172.64,0
67.49,166.31,0
66.78,153.25,0
71.89,177.41,0
66.15,131.31,0
74,189.83,0
68.13,179.55,0
65.31,134.57,0
69.5,144.68,0
74.31,146.38,0
70.66,145.23,0
68.96,158.24,0
73.99,182.68,0
70.12,157.66,0
68.27,182.7,0
69.04,153.25,0
66.62,173.26,0
69.09,158.39,0
69.5,163.24,0
70.45,158.2,0
70.71,159.78,0
70.76,149.33,0
68.04,166.76,0
72.99,175.66,0
69.35,162.58,0
66.53,171.52,0
69.58,160.68,0
65.68,144.21,0
67.87,165.33,0
66.91,161.36,0
69.71,155.83,0
72.7,166.3,0
67.13,147.44,0
65.49,134.13,0
70.51,174.82,0
66.99,162.03,0
67.62,168.17,0
60.77,131.13,0
73.48,190.67,0
70.16,163.62,0
